ユニット名,"上位ユニット
完全名","ユニット
種別",位置情報,, サイズ ,,コメント,先行,"接続
種別","実行
エージェント","実行順序
制御","多重
起動","保存
世代数","優先
順位","上位のジョブネットに
依存する",有効範囲,"ジョブ
グループ名","排他
ジョブネット名","リンクする
ルール番号","開始
時刻","処理
サイクル",遅延監視,,起動条件,コマンド文
SLPRN_SLP_033_A,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_PARTION_ABOLISH/SLP01N_PARTITION_ABOLISH_04,j,5,9,,,add-partition-for-t_b200_attribute_by_month_by_sales_sum,SLPRN_SLP_033_D,seq,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m update-partition -e REORG_RULE_CODE=SLP_033_A -e BATCH_PROCESS_TARGET=""1/01"""
SLPRN_SLP_033_D,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_PARTION_ABOLISH/SLP01N_PARTITION_ABOLISH_04,j,5,2,,,drop-partition-for-t_b200_attribute_by_month_by_sales_sum,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m update-partition -e REORG_RULE_CODE=SLP_033_D -e BATCH_PROCESS_TARGET=""1/01"""
SLPRN_SLP_034_A,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_PARTION_ABOLISH/SLP01N_PARTITION_ABOLISH_04,j,7,9,,,add-partition-for-t_file_import_history,SLPRN_SLP_034_D,seq,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m update-partition -e REORG_RULE_CODE=SLP_034_A -e BATCH_PROCESS_TARGET=""1/01"""
SLPRN_SLP_034_D,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_PARTION_ABOLISH/SLP01N_PARTITION_ABOLISH_04,j,7,2,,,drop-partition-for-t_file_import_history,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m update-partition -e REORG_RULE_CODE=SLP_034_D -e BATCH_PROCESS_TARGET=""1/01"""
SLPRN_SLP_035_D,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_PARTION_ABOLISH/SLP01N_PARTITION_ABOLISH_04,j,9,2,,,table-abolish-for-m_limited_price_change_by_item,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m delete-limited-price-change -e BATCH_PROCESS_TARGET=""1/01"""
SLPRN_SLP_036_A,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_PARTION_ABOLISH/SLP01N_PARTITION_ABOLISH_04,j,11,9,,,add-partition-for-m_monthly_item_attribute_by_sales_sum,SLPRN_SLP_036_D,seq,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m update-partition -e REORG_RULE_CODE=SLP_036_A -e BATCH_PROCESS_TARGET=""1/01"""
SLPRN_SLP_036_D,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_PARTION_ABOLISH/SLP01N_PARTITION_ABOLISH_04,j,11,2,,,drop-partition-for-m_monthly_item_attribute_by_store_by_sales_sum,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m update-partition -e REORG_RULE_CODE=SLP_036_D -e BATCH_PROCESS_TARGET=""1/01"""
SLPRN_SLP_037_A,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_PARTION_ABOLISH/SLP01N_PARTITION_ABOLISH_04,j,13,9,,,add-partition-for-t-facing-span-setting-history,SLPRN_SLP_037_D,seq,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m update-partition -e REORG_RULE_CODE=SLP_037_A -e BATCH_PROCESS_TARGET=""1/01"""
SLPRN_SLP_037_D,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_PARTION_ABOLISH/SLP01N_PARTITION_ABOLISH_04,j,13,2,,,drop-partition-for-t-facing-span-setting-history,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m update-partition -e REORG_RULE_CODE=SLP_037_D -e BATCH_PROCESS_TARGET=""1/01"""
SLPRN_SLP_038_A,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_PARTION_ABOLISH/SLP01N_PARTITION_ABOLISH_04,j,15,9,,,add-partition-for-t-facing-color-setting-history,SLPRN_SLP_038_D,seq,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m update-partition -e REORG_RULE_CODE=SLP_038_A -e BATCH_PROCESS_TARGET=""1/01"""
SLPRN_SLP_038_D,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_PARTION_ABOLISH/SLP01N_PARTITION_ABOLISH_04,j,15,2,,,drop-partition-for-t-facing-color-setting-history,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m update-partition -e REORG_RULE_CODE=SLP_038_D -e BATCH_PROCESS_TARGET=""1/01"""
SLPRN_SLP_039_A,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_PARTION_ABOLISH/SLP01N_PARTITION_ABOLISH_04,j,17,9,,,add-partition-for-w_monthly_sales_and_stock_result_by_sales_sum,SLPRN_SLP_039_D,seq,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m update-partition -e REORG_RULE_CODE=SLP_039_A -e BATCH_PROCESS_TARGET=""1/01"""
SLPRN_SLP_039_D,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_PARTION_ABOLISH/SLP01N_PARTITION_ABOLISH_04,j,17,2,,,drop-partition-for-w_monthly_sales_and_stock_result_by_sales_sum,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m update-partition -e REORG_RULE_CODE=SLP_039_D -e BATCH_PROCESS_TARGET=""1/01"""
SLPRN_SLP_040_A,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_PARTION_ABOLISH/SLP01N_PARTITION_ABOLISH_04,j,19,9,,,add-partition-for-w_monthly_sales_and_stock_result_by_season,SLPRN_SLP_040_D,seq,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m update-partition -e REORG_RULE_CODE=SLP_040_A -e BATCH_PROCESS_TARGET=""1/01"""
SLPRN_SLP_040_D,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_PARTION_ABOLISH/SLP01N_PARTITION_ABOLISH_04,j,19,2,,,drop-partition-for-w_monthly_sales_and_stock_result_by_season,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m update-partition -e REORG_RULE_CODE=SLP_040_D -e BATCH_PROCESS_TARGET=""1/01"""
SLP01N_PARTITION_ABOLISH_05,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_PARTION_ABOLISH,n,3,18,100,100,reorg_rule_code_from_41_to_50,SLP01N_PARTITION_ABOLISH_04,seq,pajsm21,しない,n,1,,y,,,,,,,,,,
SLPRN_SLP_041_A,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_PARTION_ABOLISH/SLP01N_PARTITION_ABOLISH_05,j,1,9,,,add-partition-for-w_monthly_sales_and_stock_result_by_g_department,SLPRN_SLP_041_D,seq,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m update-partition -e REORG_RULE_CODE=SLP_041_A -e BATCH_PROCESS_TARGET=""1/01"""
SLPRN_SLP_041_D,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_PARTION_ABOLISH/SLP01N_PARTITION_ABOLISH_05,j,1,2,,,drop-partition-for-w_monthly_sales_and_stock_result_by_g_department,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m update-partition -e REORG_RULE_CODE=SLP_041_D -e BATCH_PROCESS_TARGET=""1/01"""
SLPRN_SLP_042_A,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_PARTION_ABOLISH/SLP01N_PARTITION_ABOLISH_05,j,3,9,,,add-partition-for-w_monthly_sls_gross_profit_tgt_g_dptmnt,SLPRN_SLP_042_D,seq,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m update-partition -e REORG_RULE_CODE=SLP_042_A -e BATCH_PROCESS_TARGET=""1/01"""
SLPRN_SLP_042_D,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_PARTION_ABOLISH/SLP01N_PARTITION_ABOLISH_05,j,3,2,,,drop-partition-for-w_monthly_sls_gross_profit_tgt_g_dptmnt,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m update-partition -e REORG_RULE_CODE=SLP_042_D -e BATCH_PROCESS_TARGET=""1/01"""
SLPRN_SLP_043_A,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_PARTION_ABOLISH/SLP01N_PARTITION_ABOLISH_05,j,5,9,,,add-partition-for-t_summary_information_g_department,SLPRN_SLP_043_D,seq,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m update-partition -e REORG_RULE_CODE=SLP_043_A -e BATCH_PROCESS_TARGET=""1/01"""
SLPRN_SLP_043_D,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_PARTION_ABOLISH/SLP01N_PARTITION_ABOLISH_05,j,5,2,,,drop-partition-for-t_summary_information_g_department,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m update-partition -e REORG_RULE_CODE=SLP_043_D -e BATCH_PROCESS_TARGET=""1/01"""
SLPRN_SLP_044_A,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_PARTION_ABOLISH/SLP01N_PARTITION_ABOLISH_05,j,7,9,,,add-partition-for-t_summary_information_season,SLPRN_SLP_044_D,seq,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m update-partition -e REORG_RULE_CODE=SLP_044_A -e BATCH_PROCESS_TARGET=""1/01"""
SLPRN_SLP_044_D,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_PARTION_ABOLISH/SLP01N_PARTITION_ABOLISH_05,j,7,2,,,drop-partition-for-t_summary_information_season,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m update-partition -e REORG_RULE_CODE=SLP_044_D -e BATCH_PROCESS_TARGET=""1/01"""
SLPRN_SLP_045_A,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_PARTION_ABOLISH/SLP01N_PARTITION_ABOLISH_05,j,9,9,,,add-partition-for-t_summary_information_rank,SLPRN_SLP_045_D,seq,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m update-partition -e REORG_RULE_CODE=SLP_045_A -e BATCH_PROCESS_TARGET=""1/01"""
SLPRN_SLP_045_D,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_PARTION_ABOLISH/SLP01N_PARTITION_ABOLISH_05,j,9,2,,,drop-partition-for-t_summary_information_rank,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m update-partition -e REORG_RULE_CODE=SLP_045_D -e BATCH_PROCESS_TARGET=""1/01"""
SLPRN_SLP_046_A,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_PARTION_ABOLISH/SLP01N_PARTITION_ABOLISH_05,j,11,9,,,add-partition-for-w_weekly_sales_and_stock_result_by_sales_sum,SLPRN_SLP_046_D,seq,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m update-partition -e REORG_RULE_CODE=SLP_046_A -e BATCH_PROCESS_TARGET=""1/01"""
SLPRN_SLP_046_D,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_PARTION_ABOLISH/SLP01N_PARTITION_ABOLISH_05,j,11,2,,,drop-partition-for-w_weekly_sales_and_stock_result_by_sales_sum,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m update-partition -e REORG_RULE_CODE=SLP_046_D -e BATCH_PROCESS_TARGET=""1/01"""
SLPRN_SLP_047_A,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_PARTION_ABOLISH/SLP01N_PARTITION_ABOLISH_05,j,13,9,,,add-partition-for-w_weekly_sales_and_stock_result_by_season,SLPRN_SLP_047_D,seq,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m update-partition -e REORG_RULE_CODE=SLP_047_A -e BATCH_PROCESS_TARGET=""1/01"""
SLPRN_SLP_047_D,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_PARTION_ABOLISH/SLP01N_PARTITION_ABOLISH_05,j,13,2,,,drop-partition-for-w_weekly_sales_and_stock_result_by_season,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m update-partition -e REORG_RULE_CODE=SLP_047_D -e BATCH_PROCESS_TARGET=""1/01"""
SLPRN_SLP_048_A,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_PARTION_ABOLISH/SLP01N_PARTITION_ABOLISH_05,j,15,9,,,add-partition-for-w_weekly_sales_and_stock_result_by_g_department,SLPRN_SLP_048_D,seq,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m update-partition -e REORG_RULE_CODE=SLP_048_A -e BATCH_PROCESS_TARGET=""1/01"""
SLPRN_SLP_048_D,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_PARTION_ABOLISH/SLP01N_PARTITION_ABOLISH_05,j,15,2,,,drop-partition-for-w_weekly_sales_and_stock_result_by_g_department,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m update-partition -e REORG_RULE_CODE=SLP_048_D -e BATCH_PROCESS_TARGET=""1/01"""
SLPRN_SLP_049_A,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_PARTION_ABOLISH/SLP01N_PARTITION_ABOLISH_05,j,17,9,,,add-partition-for-w_weekly_sls_gross_profit_tgt_g_dptmnt,SLPRN_SLP_049_D,seq,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m update-partition -e REORG_RULE_CODE=SLP_049_A -e BATCH_PROCESS_TARGET=""1/01"""
SLPRN_SLP_049_D,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_PARTION_ABOLISH/SLP01N_PARTITION_ABOLISH_05,j,17,2,,,drop-partition-for-w_weekly_sls_gross_profit_tgt_g_dptmnt,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m update-partition -e REORG_RULE_CODE=SLP_049_D -e BATCH_PROCESS_TARGET=""1/01"""
SLPRN_SLP_050_A,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_PARTION_ABOLISH/SLP01N_PARTITION_ABOLISH_05,j,19,9,,,add-partition-for-t_task_detail,SLPRN_SLP_050_D,seq,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m update-partition -e REORG_RULE_CODE=SLP_050_A -e BATCH_PROCESS_TARGET=""1/01"""
SLPRN_SLP_050_D,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_PARTION_ABOLISH/SLP01N_PARTITION_ABOLISH_05,j,19,2,,,drop-partition-for-t_task_detail,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m update-partition -e REORG_RULE_CODE=SLP_050_D -e BATCH_PROCESS_TARGET=""1/01"""
SLP01N_PARTITION_ABOLISH_06,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_PARTION_ABOLISH,n,3,22,100,100,reorg_rule_code_from_51_to_60,SLP01N_PARTITION_ABOLISH_05,seq,pajsm21,しない,n,1,,y,,,,,,,,,,
SLPRN_SLP_051_A,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_PARTION_ABOLISH/SLP01N_PARTITION_ABOLISH_06,j,1,9,,,add-partition-for-m_item_list_for_standard_layout,SLPRN_SLP_051_D,seq,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m update-partition -e REORG_RULE_CODE=SLP_051_A -e BATCH_PROCESS_TARGET=""1/01"""
SLPRN_SLP_051_D,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_PARTION_ABOLISH/SLP01N_PARTITION_ABOLISH_06,j,1,2,,,drop-partition-for-m_item_list_for_standard_layout,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m update-partition -e REORG_RULE_CODE=SLP_051_D -e BATCH_PROCESS_TARGET=""1/01"""
SLPRN_SLP_052_A,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_PARTION_ABOLISH/SLP01N_PARTITION_ABOLISH_06,j,3,9,,,add-partition-for-t_standard_layout_information,SLPRN_SLP_052_D,seq,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m update-partition -e REORG_RULE_CODE=SLP_052_A -e BATCH_PROCESS_TARGET=""1/01"""
SLPRN_SLP_052_D,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_PARTION_ABOLISH/SLP01N_PARTITION_ABOLISH_06,j,3,2,,,drop-partition-for-t_standard_layout_information,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m update-partition -e REORG_RULE_CODE=SLP_052_D -e BATCH_PROCESS_TARGET=""1/01"""
SLPRN_SLP_053_A,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_PARTION_ABOLISH/SLP01N_PARTITION_ABOLISH_06,j,5,9,,,add-partition-for-t_sales_promotion_item_allocation_setting,SLPRN_SLP_053_D,seq,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m update-partition -e REORG_RULE_CODE=SLP_053_A -e BATCH_PROCESS_TARGET=""1/01"""
SLPRN_SLP_053_D,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_PARTION_ABOLISH/SLP01N_PARTITION_ABOLISH_06,j,5,2,,,drop-partition-for-t_sales_promotion_item_allocation_setting,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m update-partition -e REORG_RULE_CODE=SLP_053_D -e BATCH_PROCESS_TARGET=""1/01"""
SLPRN_SLP_054_A,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_PARTION_ABOLISH/SLP01N_PARTITION_ABOLISH_06,j,7,9,,,add-partition-for-w_demand_forecast_by_week_by_sales_sum,SLPRN_SLP_054_D,seq,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m update-partition -e REORG_RULE_CODE=SLP_054_A -e BATCH_PROCESS_TARGET=""1/01"""
SLPRN_SLP_054_D,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_PARTION_ABOLISH/SLP01N_PARTITION_ABOLISH_06,j,7,2,,,drop-partition-for-w_demand_forecast_by_week_by_sales_sum,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m update-partition -e REORG_RULE_CODE=SLP_054_D -e BATCH_PROCESS_TARGET=""1/01"""
SLPRN_SLP_055_A,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_PARTION_ABOLISH/SLP01N_PARTITION_ABOLISH_06,j,9,9,,,add-partition-for-w_dmd_fct_by_week_by_store_type_by_sales_sum,SLPRN_SLP_055_D,seq,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m update-partition -e REORG_RULE_CODE=SLP_055_A -e BATCH_PROCESS_TARGET=""1/01"""
SLPRN_SLP_055_D,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_PARTION_ABOLISH/SLP01N_PARTITION_ABOLISH_06,j,9,2,,,drop-partition-for-w_dmd_fct_by_week_by_store_type_by_sales_sum,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m update-partition -e REORG_RULE_CODE=SLP_055_D -e BATCH_PROCESS_TARGET=""1/01"""
SLPRN_SLP_056_A,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_PARTION_ABOLISH/SLP01N_PARTITION_ABOLISH_06,j,11,9,,,add-partition-for-w_vmd_image,SLPRN_SLP_056_D,seq,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m update-partition -e REORG_RULE_CODE=SLP_056_A -e BATCH_PROCESS_TARGET=""1/01"""
SLPRN_SLP_056_D,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_PARTION_ABOLISH/SLP01N_PARTITION_ABOLISH_06,j,11,2,,,drop-partition-for-w_vmd_image,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m update-partition -e REORG_RULE_CODE=SLP_056_D -e BATCH_PROCESS_TARGET=""1/01"""
SLPRN_SLP_057_A,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_PARTION_ABOLISH/SLP01N_PARTITION_ABOLISH_06,j,13,9,,,add-partition-for-m_daily_sales_plan_by_sales_sum,SLPRN_SLP_057_D,seq,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m update-partition -e REORG_RULE_CODE=SLP_057_A -e BATCH_PROCESS_TARGET=""1/01"""
SLPRN_SLP_057_D,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_PARTION_ABOLISH/SLP01N_PARTITION_ABOLISH_06,j,13,2,,,drop-partition-for-m_daily_sales_plan_by_sales_sum,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m update-partition -e REORG_RULE_CODE=SLP_057_D -e BATCH_PROCESS_TARGET=""1/01"""
SLPRN_SLP_058_A,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_PARTION_ABOLISH/SLP01N_PARTITION_ABOLISH_06,j,15,9,,,add-partition-for-m_inventory_summary_by_sales_sum,SLPRN_SLP_058_D,seq,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m update-partition -e REORG_RULE_CODE=SLP_058_A -e BATCH_PROCESS_TARGET=""1/01"""
SLPRN_SLP_058_D,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_PARTION_ABOLISH/SLP01N_PARTITION_ABOLISH_06,j,15,2,,,drop-partition-for-m_inventory_summary_by_sales_sum,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m update-partition -e REORG_RULE_CODE=SLP_058_D -e BATCH_PROCESS_TARGET=""1/01"""
SLPRN_SLP_059_A,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_PARTION_ABOLISH/SLP01N_PARTITION_ABOLISH_06,j,17,9,,,add-partition-for-m_item_attribute_monthly,SLPRN_SLP_059_D,seq,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m update-partition -e REORG_RULE_CODE=SLP_059_A -e BATCH_PROCESS_TARGET=""1/01"""
